Contrato,Dirección Suministro,Uso,M3 Consumidos
6146827,TORO PINTAO 6,DOMESTICO,7
6146829,"TRINIDAD, CERRO SN",NO DOMESTICO,4
6146830,"TRINIDAD, CERRO SN",GARAJES,0
6146832,"TRINIDAD, CERRO SN",NO DOMESTICO,11
6146833,"TRINIDAD, CERRO SN",NO DOMESTICO,0
6146834,"TRINIDAD, CERRO SN",NO DOMESTICO,1
6146835,"SOLEDAD, RDA. SN",DOMESTICO,3
6146836,"SOLEDAD, RDA. SN",NO DOMESTICO,0
6146837,TORO PINTAO SN,NO DOMESTICO,4
6146838,TORO PINTAO SN,GARAJES,0
6146839,TORO PINTAO SN,GARAJES,1
6146840,TORO PINTAO SN,NO DOMESTICO,4
6146842,VALDIVIA SN,GARAJES,0
6146843,VALDIVIA SN,GARAJES,0
6146844,VALDIVIA SN,GARAJES,20
6146845,"SOLEDAD, RDA. SN",GARAJES,4
6146846,"SOLEDAD, RDA. SN",GARAJES,5
6146847,"SOLEDAD, RDA. SN",GARAJES,20
6146848,"SANTO, DEL 46",DOMESTICO,1
6146849,VIRGEN GUADALUPE 1,DOMESTICO,16
6146850,VIRGEN GUADALUPE 3,DOMESTICO,6
6146851,VIRGEN GUADALUPE 5,DOMESTICO,0
6146854,VIRGEN GUADALUPE 11,DOMESTICO,3
6146855,VIRGEN GUADALUPE 13,DOMESTICO,42
6146856,VIRGEN GUADALUPE 15,DOMESTICO,3
6146857,C/ MADRID 1 1º-A,DOMESTICO,3
6146859,PARRA 12,DOMESTICO,16
6146860,AV.CONSTITUCION 14,DOMESTICO,29
6146862,SANTIAGO 14 A,DOMESTICO,7
6146866,LARGA BAJA 13 2º,DOMESTICO,10
6146869,SAN JUAN 6,DOMESTICO,8
6146872,"SANTO, DEL 45 A",DOMESTICO,23
6146873,PS.DE PESCADORES 10-1-A,DOMESTICO,14
6146876,"PORTUGAL, TRAV. 8 2º",DOMESTICO,16
6146877,PAREDES 19,DOMESTICO,8
6146879,BARRIONUEVO ALTO 21 A,DOMESTICO,0
6146880,LARGA ALTA 18 2º,DOMESTICO,14
6146881,GABRIEL Y GALAN 15,DOMESTICO,32
6146885,LARGA ALTA 21 A,DOMESTICO,7
6146886,LARGA ALTA 117,DOMESTICO,14
6146888,C/ MADRID 1 2º-B,DOMESTICO,10
6146892,SANGUINO 67,GARAJES,0
6146894,SANGUINO 42 A,DOMESTICO,8
6146895,LARGA ALTA 79-1,DOMESTICO,18
6146896,LARGA ALTA 62 A,DOMESTICO,0
6146897,"SANTO, DEL 90 A",DOMESTICO,0
6146899,BARRIONUEVO ALTO 77 A,DOMESTICO,53
6146900,LARGA ALTA 18 1º,DOMESTICO,0
6146904,DCBTO.AMERICA 1,DOMESTICO,2
6146905,BARRIONUEVO ALTO 12,DOMESTICO,46
6146906,SANGUINO 15,DOMESTICO,1
6146907,LLANADA 4,DOMESTICO,16
6146908,SANGUINO 24,DOMESTICO,50
6146909,PS.EXTREMADURA 19,INDUSTRIAL,157
6146910,BARRIONUEVO ALTO 87 2º-IZ,DOMESTICO,72
6146911,PAREDES 17 2º-A,DOMESTICO,12
6146914,LARGA ALTA 77 3º-IZ,DOMESTICO,1
6146917,KINEA 4 2º-B,DOMESTICO,15
6146918,KINEA 2 1º-A,DOMESTICO,15
6146919,KINEA 2 2º-A,DOMESTICO,12
6146920,KINEA 2 A,DOMESTICO,32
6146921,KINEA 2 1º-B,DOMESTICO,42
6146923,KINEA 2 B,DOMESTICO,27
6146924,KINEA 2 1º-C,DOMESTICO,45
6146925,KINEA 2 1º-D,DOMESTICO,10
6146927,KINEA 2 D,DOMESTICO,30
6146928,KINEA 4 1º-A,DOMESTICO,1
6146929,KINEA 4 2º-A,DOMESTICO,15
6146930,KINEA 4 A,DOMESTICO,0
6146933,KINEA 4 2º-C,DOMESTICO,48
6146934,KINEA 4 D,DOMESTICO,21
6146935,KINEA 6 1º-A,DOMESTICO,8
6146936,KINEA 6 A,DOMESTICO,11
6146937,KINEA 6 2º-B,DOMESTICO,2
6146939,KINEA 6 2º-D,DOMESTICO,22
6146940,KINEA 6 D,DOMESTICO,11
6146941,KINEA 6 1º-E,DOMESTICO,47
6146942,KINEA 6 2º-E,DOMESTICO,12
6146943,KINEA 6 E,DOMESTICO,6
6146944,KINEA 6 1º-F,DOMESTICO,14
6146946,KINEA 6 F,DOMESTICO,32
6146947,"CHARCA, RDA. 10 A",DOMESTICO,9
6146948,"CHARCA, RDA. 10 2º-A",DOMESTICO,27
6146950,"CHARCA, RDA. 10 1º-B",DOMESTICO,1
6146951,"CHARCA, RDA. 12 2º-A",DOMESTICO,56
6146952,"CHARCA, RDA. 12 A",DOMESTICO,26
6146954,"CHARCA, RDA. 12 1º-B",DOMESTICO,26
6146956,"CHARCA, RDA. 12 2º-C",DOMESTICO,2
6146958,"CHARCA, RDA. 12 2º-D",DOMESTICO,31
6146959,"CHARCA, RDA. 14 2º-A",DOMESTICO,18
6146960,"CHARCA, RDA. 14 2º-B",DOMESTICO,0
6146961,"CHARCA, RDA. 14 B",DOMESTICO,18
6146962,"CHARCA, RDA. 14 1º-C",DOMESTICO,15
6146963,"CHARCA, RDA. 14 C",DOMESTICO,11
6146964,"CHARCA, RDA. 14 1º-D",DOMESTICO,10
6146966,"CHARCA, RDA. 14 D",DOMESTICO,0
6146967,"CHARCA, RDA. 14 2º-E",DOMESTICO,48
6146968,"HURDES, DE LAS 22",DOMESTICO,35
6146969,"HURDES, DE LAS 24",DOMESTICO,39
6146970,"HURDES, DE LAS 26",DOMESTICO,0
6146971,"HURDES, DE LAS 28",DOMESTICO,30
6146972,"HURDES, DE LAS 30",DOMESTICO,1
6146973,"HURDES, DE LAS 32",DOMESTICO,53
6146974,"HURDES, DE LAS 36",DOMESTICO,59
6146975,"HURDES, DE LAS 38",DOMESTICO,25
6146976,"HURDES, DE LAS 40",DOMESTICO,26
6146977,"VALLE DEL JERTE, DEL 39",DOMESTICO,31
6146979,"VALLE DEL JERTE, DEL 33",DOMESTICO,31
6146980,"VALLE DEL JERTE, DEL 31",DOMESTICO,50
6146981,"VALLE DEL JERTE, DEL 29",DOMESTICO,56
6146982,"VALLE DEL JERTE, DEL 27",DOMESTICO,20
6146984,"VALLE DEL JERTE, DEL 23",DOMESTICO,29
6146985,"VALLE DEL JERTE, DEL 21",DOMESTICO,50
6146986,"HURDES, DE LAS 39",DOMESTICO,61
6146987,PS.EXTREMADURA 17-1-F,DOMESTICO,36
6146988,PS.EXTREMADURA 17-1-D,DOMESTICO,66
6146989,C/ MADRID 1 2º-A,DOMESTICO,47
6146992,C/ MADRID 11,DOMESTICO,30
6146993,C/ MADRID 13,DOMESTICO,43
6146994,C/ MADRID 15,DOMESTICO,40
6146995,C/ MADRID 17,DOMESTICO,32
6146996,C/ MADRID 2,DOMESTICO,50
6146997,C/ MADRID 6,DOMESTICO,75
6146998,C/ MADRID 8,DOMESTICO,8
6146999,C/ MADRID 16,DOMESTICO,46
6147000,C/ MADRID 18,DOMESTICO,21
6147007,PS.DE PESCADORES 10-C,DOMESTICO,1
6147009,PS.DE PESCADORES 10-D,DOMESTICO,31
6147011,SANGUINO 18 1º-B,DOMESTICO,14
6147016,AV.CONSTITUCION 48-A,DOMESTICO,38
6147018,SANGUINO 95 1º-A,DOMESTICO,22
6147019,"CHARCA, RDA. 10 1º-A",DOMESTICO,36
6147020,"CHARCA, RDA. 12",COMUNIDAD PROPIETARIOS,0
6147021,KINEA 4,COMUNIDAD PROPIETARIOS,9
6147022,KINEA 6 2º-C,DOMESTICO,15
6147023,"CURA, DEL 35",DOMESTICO,5
6147024,KINEA 4 B,DOMESTICO,24
6147025,PS.EXTREMADURA 17-2-D,DOMESTICO,71
6147026,AV.EJIDO DE ABAJO 42,DOMESTICO,38
6147027,AV.EJIDO DE ABAJO 44,DOMESTICO,48
6147028,AV.EJIDO DE ABAJO 46,DOMESTICO,15
6147029,AV.EJIDO DE ABAJO 48,DOMESTICO,41
6147030,AV.EJIDO DE ABAJO 50,DOMESTICO,21
6147031,AV.EJIDO DE ABAJO 52,DOMESTICO,25
6147032,AV.EJIDO DE ABAJO 54,DOMESTICO,51
6147033,AV.EJIDO DE ABAJO 58,DOMESTICO,5
6147034,"HURDES, DE LAS 37",DOMESTICO,0
6147035,"HURDES, DE LAS 35",DOMESTICO,68
6147037,"HURDES, DE LAS 31",DOMESTICO,1
6147038,"HURDES, DE LAS 29",DOMESTICO,16
6147040,"HURDES, DE LAS 25",DOMESTICO,17
6147041,"HURDES, DE LAS 23",DOMESTICO,16
6147042,"HURDES, DE LAS 21",DOMESTICO,19
6147043,CAMINO DE LA CIUDADELA SN,COMERCIAL,97
6147044,"SOLEDAD, RDA. SN",COMERCIAL,8
6147045,VALLE DEL AMBROZ SN,GARAJES,2
6147046,AV.EJIDO DE ABAJO 40,DOMESTICO,13
6147047,AV.EJIDO DE ABAJO 56,DOMESTICO,13
6147049,SANGUINO 46,DOMESTICO,24
6147050,SANGUINO 18 1º-A,DOMESTICO,17
6147052,AV.EJIDO DE ABAJO 30,DOMESTICO,45
6147053,AV.EJIDO DE ABAJO 34,DOMESTICO,2
6147054,AV.EJIDO DE ABAJO 38,DOMESTICO,42
6147055,"HURDES, DE LAS 17",DOMESTICO,37
6147056,"HURDES, DE LAS 13",DOMESTICO,35
6147057,"HURDES, DE LAS 9",DOMESTICO,48
6147059,"HURDES, DE LAS 1",DOMESTICO,46
6147060,AV.EJIDO DE ABAJO 24,DOMESTICO,13
6147061,AV.EJIDO DE ABAJO 28,DOMESTICO,16
6147062,AV.EJIDO DE ABAJO 32,DOMESTICO,32
6147063,AV.EJIDO DE ABAJO 36,DOMESTICO,29
6147064,"HURDES, DE LAS 19",DOMESTICO,41
6147065,"HURDES, DE LAS 15",DOMESTICO,18
6147066,"HURDES, DE LAS 11",DOMESTICO,21
6147067,"HURDES, DE LAS 7",DOMESTICO,31
6147068,"HURDES, DE LAS 3",DOMESTICO,42
6147069,"VALLE DEL JERTE, DEL 37",DOMESTICO,32
6147070,PAREDES 14,DOMESTICO,0
6147072,AV.EJIDO DE ABAJO 20,DOMESTICO,75
6147074,BARRIONUEVO ALTO 87 2º-DR,DOMESTICO,2
6147075,C/ MADRID 19,DOMESTICO,5
6147076,C/ MADRID 1 BAR,INDUSTRIAL,42
6147077,PS.EXTREMADURA 17-1-E,DOMESTICO,60
6147078,C/ MADRID 10,DOMESTICO,37
6147079,IGLESIA 14 A,DOMESTICO,9
6147080,KINEA 4 C,DOMESTICO,0
6147081,PS.DE PESCADORES 2-1-A,DOMESTICO,46
6147082,PS.DE PESCADORES 2-1-B,DOMESTICO,7
6147083,PS.DE PESCADORES 2-1-C,DOMESTICO,23
6147084,PS.DE PESCADORES 2-1-D,DOMESTICO,28
6147086,"CHARCA, RDA. 18 A",DOMESTICO,23
6147087,"CHARCA, RDA. 18 C",DOMESTICO,0
6147088,"CHARCA, RDA. 18 1º-B",DOMESTICO,27
6147089,"CHARCA, RDA. 16 A",DOMESTICO,25
6147090,"CHARCA, RDA. 16 C",DOMESTICO,11
6147091,"CHARCA, RDA. 16 D",DOMESTICO,15
6147092,"CHARCA, RDA. 16 F",DOMESTICO,18
6147093,"CHARCA, RDA. 16 1º-A",DOMESTICO,66
6147094,"CHARCA, RDA. 16 1º-F",DOMESTICO,12
6147095,"CHARCA, RDA. 16 2º-E",DOMESTICO,0
6147096,"CHARCA, RDA. 16 2º-F",DOMESTICO,27
6147097,KINEA 1 B,DOMESTICO,38
6147098,KINEA 1 D,DOMESTICO,24
6147102,KINEA 1 2º-C,DOMESTICO,36
6147103,KINEA 1 2º-D,DOMESTICO,0
6147105,"CHARCA, RDA. 18 1º-A",DOMESTICO,19
6147106,"CHARCA, RDA. 18 1º-D",DOMESTICO,8
6147109,"CHARCA, RDA. 16 1º-C",DOMESTICO,33
6147111,"CHARCA, RDA. 16 1º-D",DOMESTICO,34
6147112,"CHARCA, RDA. 16 2º-C",DOMESTICO,29
6147113,KINEA 1 2º-A,DOMESTICO,36
6147114,KINEA 1 1º-A,DOMESTICO,16
6147115,"HURDES, DE LAS 20",DOMESTICO,2
6147116,"HURDES, DE LAS 18",DOMESTICO,30
6147117,"HURDES, DE LAS 16",DOMESTICO,25
6147118,"HURDES, DE LAS 14",DOMESTICO,11
6147119,"HURDES, DE LAS 12",DOMESTICO,46
6147120,"HURDES, DE LAS 10",DOMESTICO,16
6147122,"HURDES, DE LAS 6",DOMESTICO,8
6147123,"HURDES, DE LAS 4",DOMESTICO,22
6147125,"VALLE DEL JERTE, DEL 17",DOMESTICO,25
6147126,"CHARCA, RDA. 12 1º-D",DOMESTICO,22
6147128,"VALLE DEL JERTE, DEL 15",DOMESTICO,8
6147129,"VALLE DEL JERTE, DEL 13",DOMESTICO,21
6147130,"VALLE DEL JERTE, DEL 11",DOMESTICO,19
6147131,"VALLE DEL JERTE, DEL 9",DOMESTICO,26
6147133,"VALLE DEL JERTE, DEL 5",DOMESTICO,93
6147134,"VALLE DEL JERTE, DEL 3",DOMESTICO,22
6147135,"VALLE DEL JERTE, DEL 1",DOMESTICO,31
6147136,MONFRAGUE 1,DOMESTICO,34
6147137,AV.CONSTITUCION 34-1,DOMESTICO,39
6147138,LARGA ALTA 24 A,DOMESTICO,3
6147139,"CHARCA, RDA. 18 1º-C",DOMESTICO,24
6147142,MALVINAS 110,DOMESTICO,27
6147145,CTRA. CASAR-ARROYO 4 2º-A,DOMESTICO,7
6147147,CTRA. CASAR-ARROYO 4 2º-B,DOMESTICO,8
6147148,CTRA. CASAR-ARROYO 4 1º-C,DOMESTICO,21
6147149,CTRA. CASAR-ARROYO 4 2º-C,DOMESTICO,35
6147150,EJIDO MARTIRES SN,NO DOMESTICO,0
6147151,"ENCARNACION, CTRA. SN",GARAJES,0
6147152,LOBO SN,GARAJES,3
6147153,LOBO SN,GARAJES,2
6147154,LARGA BAJA 16 A,DOMESTICO,27
6147155,BARRIONUEVO ALTO SN,GARAJES,2
6147156,SANGUINO 95 2º-A,DOMESTICO,53
6147158,"CHARCA, RDA. 16 1º-E",DOMESTICO,17
6147159,PS.DE PESCADORES 10-2-C,DOMESTICO,23
6147160,AV.CONSTITUCION 4,DOMESTICO,1
6147161,LARGA ALTA 85,DOMESTICO,12
6147163,"CHARCA, RDA. 18 2º-C",DOMESTICO,22
6147164,"TRINIDAD, CERRO SN",NO DOMESTICO,0
6147165,"ENCARNACION, CTRA. SN",GARAJES,13
6147166,"HURDES, DE LAS 2",DOMESTICO,42
6147167,"CHARCA, RDA. 14 2º-F",DOMESTICO,13
6147171,PS.DE PESCADORES 12-B,DOMESTICO,27
6147174,PS.DE PESCADORES 12-1-A,DOMESTICO,22
6147175,PS.DE PESCADORES 12-1-B,DOMESTICO,33
6147176,PS.DE PESCADORES 12-2-A,DOMESTICO,46
6147177,PS.DE PESCADORES 12-2-B,DOMESTICO,7
6147179,PS.DE PESCADORES 14-A,DOMESTICO,10
6147180,PS.DE PESCADORES 14-D,DOMESTICO,41
6147181,PS.DE PESCADORES 14-1-C,DOMESTICO,3
6147182,PS.DE PESCADORES 14-1-D,DOMESTICO,17
6147184,PS.DE PESCADORES 14-2-D,DOMESTICO,0
6147187,CAMINO DE LA CIUDADELA 13 C,DOMESTICO,24
6147188,CAMINO DE LA CIUDADELA 13 1º-A,DOMESTICO,46
6147189,CAMINO DE LA CIUDADELA 13 1º-B,DOMESTICO,8
6147190,CAMINO DE LA CIUDADELA 13 1º-C,DOMESTICO,0
6147191,CAMINO DE LA CIUDADELA 13 1º-D,DOMESTICO,9
6147192,CAMINO DE LA CIUDADELA 13 2º-A,DOMESTICO,2
6147193,CAMINO DE LA CIUDADELA 13 2º-B,DOMESTICO,57
6147194,CAMINO DE LA CIUDADELA 13 2º-C,DOMESTICO,31
6147195,CAMINO DE LA CIUDADELA 13 2º-D,DOMESTICO,0
6147196,KINEA 7 A,DOMESTICO,1
6147197,KINEA 7 B,DOMESTICO,0
6147199,KINEA 7 1º-C,DOMESTICO,0
6147201,KINEA 7 2º-B,DOMESTICO,37
6147202,KINEA 7 2º-C,DOMESTICO,34
6147203,KINEA 5 A,DOMESTICO,0
6147204,KINEA 5 C,DOMESTICO,12
6147206,KINEA 5 1º-C,DOMESTICO,42
6147207,KINEA 5 2º-A,DOMESTICO,2
6147208,KINEA 5 2º-C,DOMESTICO,3
6147210,KINEA 3 B,DOMESTICO,0
6147211,KINEA 3 C,DOMESTICO,28
6147214,KINEA 3 1º-B,DOMESTICO,24
6147215,KINEA 3 1º-C,DOMESTICO,27
6147217,KINEA 3 2º-A,DOMESTICO,2
6147218,KINEA 3 2º-B,DOMESTICO,24
6147219,KINEA 3 2º-C,DOMESTICO,8
6147221,PS.DE PESCADORES 12-2-D,DOMESTICO,20
6147222,PS.DE PESCADORES 2-2-B,DOMESTICO,28
6147223,PS.DE PESCADORES 14-1-A,DOMESTICO,35
6147224,PS.DE PESCADORES 14-1-B,DOMESTICO,19
6147226,KINEA 7 C,DOMESTICO,46
6147228,KINEA 5 1º-B,DOMESTICO,11
6147230,KINEA 5 2º-D,DOMESTICO,21
6147231,PS.EXTREMADURA 17-2-F,DOMESTICO,54
6147232,SANGUINO 18 1º-B,DOMESTICO,7
6147233,PS.DE PESCADORES 14-C,DOMESTICO,25
6147234,PS.DE PESCADORES 14-2-B,DOMESTICO,10
6147236,BARRIONUEVO ALTO 3 A,DOMESTICO,8
6147237,LARGA BAJA 53 A,DOMESTICO,23
6147240,PS.DE PESCADORES 8,DOMESTICO,33
6147241,C/ MADRID 1 1º-B,COMERCIAL,9
6147242,MONFRAGUE 10,DOMESTICO,26
6147243,MONFRAGUE 8,DOMESTICO,27
6147244,MONFRAGUE 6,DOMESTICO,34
6147245,MONFRAGUE 4,DOMESTICO,14
6147246,MONFRAGUE 2,DOMESTICO,46
6147247,SOLEDAD 1 1º-A,DOMESTICO,16
6147248,SANGUINO 83 A,DOMESTICO,45
6147249,MONFRAGUE 28,DOMESTICO,31
6147250,MONFRAGUE 26,DOMESTICO,48
6147251,MONFRAGUE 24,DOMESTICO,47
6147252,MONFRAGUE 22,DOMESTICO,17
6147253,MONFRAGUE 20,DOMESTICO,22
6147254,MONFRAGUE 18,DOMESTICO,21
6147255,MONFRAGUE 16,DOMESTICO,30
6147256,MONFRAGUE 14,DOMESTICO,9
6147257,MONFRAGUE 12,DOMESTICO,34
6147258,MALVINAS 4,DOMESTICO,33
6147259,AV.EJIDO DE ABAJO 60,DOMESTICO,50
6147260,AV.EJIDO DE ABAJO 62,DOMESTICO,57
6147261,AV.EJIDO DE ABAJO 64,DOMESTICO,14
6147262,AV.EJIDO DE ABAJO 66,DOMESTICO,53
6147263,AV.EJIDO DE ABAJO 68,DOMESTICO,47
6147264,AV.EJIDO DE ABAJO 70,DOMESTICO,1
6147265,AV.EJIDO DE ABAJO 72,DOMESTICO,3
6147266,"HURDES, DE LAS 41",DOMESTICO,69
6147267,"HURDES, DE LAS 43",DOMESTICO,22
6147268,"HURDES, DE LAS 45",DOMESTICO,38
6147269,"HURDES, DE LAS 47",DOMESTICO,41
6147270,"HURDES, DE LAS 49",DOMESTICO,11
6147271,"HURDES, DE LAS 51",DOMESTICO,45
6147272,"HURDES, DE LAS 53",DOMESTICO,21
6147273,AV.EJIDO DE ABAJO 74,DOMESTICO,52
6147274,AV.EJIDO DE ABAJO 76,DOMESTICO,25
6147276,AV.EJIDO DE ABAJO 80,DOMESTICO,19
6147277,AV.EJIDO DE ABAJO 82,DOMESTICO,29
6147278,AV.EJIDO DE ABAJO 84,DOMESTICO,33
6147279,AV.EJIDO DE ABAJO 86,DOMESTICO,36
6147280,AV.EJIDO DE ABAJO 88,DOMESTICO,38
6147281,AV.EJIDO DE ABAJO 90,DOMESTICO,32
6147283,"HURDES, DE LAS 55",DOMESTICO,43
6147285,"HURDES, DE LAS 59",DOMESTICO,44
6147286,"HURDES, DE LAS 61",DOMESTICO,15
6147287,"HURDES, DE LAS 63",DOMESTICO,56
6147288,"HURDES, DE LAS 65",DOMESTICO,66
6147289,"HURDES, DE LAS 67",DOMESTICO,41
6147290,"HURDES, DE LAS 69",DOMESTICO,38
6147291,"HURDES, DE LAS 71",DOMESTICO,75
6147292,"HURDES, DE LAS 73",DOMESTICO,31
6147293,EJIDO SANTO 24 C,DOMESTICO,24
6147294,EJIDO SANTO 24 1º-F,DOMESTICO,2
6147295,EJIDO SANTO 24 1º-G,DOMESTICO,0
6147296,EJIDO SANTO 24 2º-G,DOMESTICO,27
6147297,EJIDO SANTO 26 A,DOMESTICO,22
6147298,EJIDO SANTO 26 B,DOMESTICO,17
6147299,EJIDO SANTO 26 1º-D,DOMESTICO,30
6147300,EJIDO SANTO 26 1º-E,DOMESTICO,91
6147301,EJIDO SANTO 26 2º-D,DOMESTICO,3
6147302,EJIDO SANTO 26 2º-E,DOMESTICO,19
6147303,"TRINIDAD, CERRO SN",NO DOMESTICO,1
6147304,PLAZA TOROS 10,GARAJES,0
6147306,NUEVA 12,DOMESTICO,24
6147307,C/ MADRID 5,DOMESTICO,4
6147310,MALVINAS 36,DOMESTICO,18
6147311,"CHARCA, RDA. SN",NO DOMESTICO,3
6147312,LARGA ALTA 13,DOMESTICO,0
6147313,AV.CONSTITUCION 52,DOMESTICO,13
6147314,CAMINO DE LA CIUDADELA 13 D,DOMESTICO,23
6147315,"VERA, DE LA 41",DOMESTICO,20
6147316,"VALLE DEL JERTE, DEL 22",DOMESTICO,33
6147317,"VERA, DE LA 35",DOMESTICO,26
6147318,"VALLE DEL JERTE, DEL 4",DOMESTICO,37
6147319,"VALLE DEL JERTE, DEL 6",DOMESTICO,40
6147320,"VALLE DEL JERTE, DEL 8",DOMESTICO,43
6147321,"VALLE DEL JERTE, DEL 10",DOMESTICO,31
6147322,"VALLE DEL JERTE, DEL 12",DOMESTICO,61
6147323,"VALLE DEL JERTE, DEL 14",DOMESTICO,20
6147324,"VALLE DEL JERTE, DEL 16",DOMESTICO,24
6147325,"VALLE DEL JERTE, DEL 18",DOMESTICO,12
6147326,"VALLE DEL JERTE, DEL 20",DOMESTICO,9
6147327,"VALLE DEL JERTE, DEL 24",DOMESTICO,50
6147328,"VALLE DEL JERTE, DEL 26",DOMESTICO,43
6147329,"VALLE DEL JERTE, DEL 28",DOMESTICO,5
6147331,"VALLE DEL JERTE, DEL 32",DOMESTICO,28
6147332,"VALLE DEL JERTE, DEL 34",DOMESTICO,25
6147333,"VALLE DEL JERTE, DEL 36",DOMESTICO,44
6147334,"VALLE DEL JERTE, DEL 38",DOMESTICO,30
6147336,"VALLE DEL JERTE, DEL 42",DOMESTICO,52
6147337,"VERA, DE LA 23",DOMESTICO,40
6147338,"VERA, DE LA 25",DOMESTICO,24
6147340,"VERA, DE LA 29",DOMESTICO,15
6147341,"VERA, DE LA 31",DOMESTICO,39
6147343,"VERA, DE LA 37",DOMESTICO,26
6147344,"VERA, DE LA 39",DOMESTICO,44
6147346,LARGA ALTA 39,COMERCIAL,0
6147347,KINEA 7 1º-A,DOMESTICO,23
6147348,EJIDO MARTIRES SN,NO DOMESTICO,2
6147349,"NUÑEZ DE BALBOA, TRVA 6 A",DOMESTICO,75
6147350,"NUÑEZ DE BALBOA, TRVA 6 2º-A",DOMESTICO,0
6147353,"NUÑEZ DE BALBOA, TRVA 8 D",DOMESTICO,16
6147354,"NUÑEZ DE BALBOA, TRVA 8 1º-D",DOMESTICO,22
6147355,"NUÑEZ DE BALBOA, TRVA 8 2º-C",DOMESTICO,1
6147356,"NUÑEZ DE BALBOA, TRVA 8 2º-D",DOMESTICO,24
6147357,LARGA BAJA 69,DOMESTICO,2
6147358,BARRIONUEVO ALTO 19 A,DOMESTICO,33
6147359,BARRIONUEVO ALTO 67 1º,DOMESTICO,60
6147360,SANTIAGO 15,DOMESTICO,5
6147361,"CURA, DEL 1 2º-A",DOMESTICO,15
6147362,"SOLEDAD, RDA. SN",INDUSTRIAL,160
6147363,PARRA 13 .,NO DOMESTICO,4
6147365,NISA 7 1º-D,DOMESTICO,15
6147366,NISA 7 2º-E,DOMESTICO,32
6147367,NISA 1 1º-C,DOMESTICO,28
6147369,TORO PINTAO 14 A,DOMESTICO,51
6147370,"SANTO, DEL 6",DOMESTICO,36
6147371,AV.EJIDO DE ABAJO 77,COMERCIAL,6
6147372,PS.EXTREMADURA 5-1-B,DOMESTICO,23
6147375,"SANTO, DEL 8",DOMESTICO,29
6147377,LARGA ALTA 55 1º,DOMESTICO,14
6147378,NISA 9 1º-D,DOMESTICO,38
6147379,NISA 7 B,DOMESTICO,9
6147380,NISA 1 B,DOMESTICO,0
6147381,PS.EXTREMADURA 5-1-A,DOMESTICO,12
6147382,PS.EXTREMADURA 5-2-B,DOMESTICO,17
6147384,SANTIAGO 21,DOMESTICO,0
6147385,NISA 9 B,DOMESTICO,1
6147387,NISA 12 B,DOMESTICO,27
6147388,NISA 12 1º-D,DOMESTICO,44
6147389,NISA 10 B,DOMESTICO,17
6147390,NISA 4 1º-C,DOMESTICO,1
6147391,NISA 4 1º-D,DOMESTICO,24
6147392,NISA 4 2º-E,DOMESTICO,26
6147393,NISA 2 2º-E,DOMESTICO,20
6147394,"SANTO, DEL 58 1º-A",DOMESTICO,39
6147397,FRAILES 14,DOMESTICO,7
6147398,PS.DE PESCADORES 2,COMERCIAL,13
6147399,BARRIONUEVO BAJO 7 1º,DOMESTICO,0
6147400,PS.DE PESCADORES 10-1-B,DOMESTICO,32
6147401,C/ MADRID 1 2º-C,DOMESTICO,8
6147402,NISA 12 A,DOMESTICO,15
6147403,NISA 10 1º-C,DOMESTICO,5
6147404,NISA 10 1º-D,DOMESTICO,0
6147406,NISA 8 1º-D,DOMESTICO,6
6147407,NISA 6 1º-C,DOMESTICO,0
6147408,NISA 6 2º-E,DOMESTICO,16
6147409,NISA 4 A,DOMESTICO,21
6147410,NISA 4 B,DOMESTICO,33
6147411,NISA 2 A,DOMESTICO,0
6147412,C/ MADRID 9,DOMESTICO,21
6147413,AV.CONSTITUCION 70-A,DOMESTICO,47
6147414,LARGA ALTA 50,NO DOMESTICO,15
6147415,BARRIONUEVO ALTO 56,DOMESTICO,16
6147416,PAREDES 21 A,DOMESTICO,19
6147417,SANGUINO 68 A,DOMESTICO,64
6147419,"CURA, DEL 57 A",DOMESTICO,15
6147420,NISA 14 A,DOMESTICO,5
6147421,NISA 14 B,DOMESTICO,32
6147422,NISA 2 1º-C,DOMESTICO,27
6147423,NISA 10 A,DOMESTICO,35
6147424,NISA 5 A,DOMESTICO,27
6147425,LARGA BAJA 93,GARAJES,1
6147427,NISA 1 A,DOMESTICO,1
6147428,NISA 1 1º-D,DOMESTICO,29
6147429,NISA 8,DOMESTICO,48
6147430,CTRA. CASAR-ARROYO SN,NO DOMESTICO,1
6147431,"VALLE DEL JERTE, DEL 2",DOMESTICO,49
6147432,"VERA, DE LA 1",DOMESTICO,15
6147433,"VERA, DE LA 3",DOMESTICO,42
6147435,"VERA, DE LA 7",DOMESTICO,0
6147436,"VERA, DE LA 9",DOMESTICO,34
6147437,"VERA, DE LA 11",DOMESTICO,0
6147438,"VERA, DE LA 13",DOMESTICO,19
6147439,"VERA, DE LA 15",DOMESTICO,13
6147440,"VERA, DE LA 17",DOMESTICO,0
6147441,"VERA, DE LA 19",DOMESTICO,21
6147442,"VERA, DE LA 21",DOMESTICO,22
6147443,"VERA, DE LA 2",DOMESTICO,34
6147445,"VERA, DE LA 6",DOMESTICO,23
6147446,"VERA, DE LA 8",DOMESTICO,42
6147447,"VERA, DE LA 10",DOMESTICO,37
6147448,"VERA, DE LA 12",DOMESTICO,39
6147449,"VERA, DE LA 14",DOMESTICO,38
6147450,"VERA, DE LA 16",DOMESTICO,7
